"ONTOLOGY","TERM","N","DE","P.DE","FDR"
"BP","response to chemokine",94,2,0.821253884650686,1
"BP","cellular response to chemokine",94,2,0.821253884650686,1
"BP","regulation of protein localization to cell surface",42,2,0.594314022631593,1
"BP","regulation of stem cell division",13,2,0.105856474219955,1
"BP","negative regulation of G1/S transition of mitotic cell cycle",74,2,0.804119834276761,1
"BP","regulation of cell proliferation involved in heart morphogenesis",18,2,0.198627930081092,1
"BP","positive regulation of cilium-dependent cell motility",15,2,0.0655602440835918,1
"BP","regulation of fatty acid transport",31,2,0.389927927380283,1
"BP","positive regulation of fatty acid transport",21,2,0.165581096940177,1
"BP","negative regulation of reproductive process",78,2,0.789553082453325,1
"BP","regulation of amino acid biosynthetic process",3,2,0.00742967737661062,1
"BP","regulation of synaptic vesicle exocytosis",50,2,0.723914900434824,1
"BP","positive regulation of chemokine (C-X-C motif) ligand 2 production",12,2,0.0686647244277258,1
"BP","negative regulation of reactive oxygen species metabolic process",44,2,0.523798709214831,1
"BP","regulation of lymphocyte migration",70,2,0.789986857264037,1
"BP","positive regulation of lymphocyte migration",42,2,0.524526098770184,1
"BP","regulation of T cell migration",50,2,0.617037434819714,1
"BP","positive regulation of T cell migration",35,2,0.441994999297987,1
"BP","regulation of apoptotic cell clearance",10,2,0.0420208807644579,1
"BP","positive regulation of excitatory postsynaptic potential",33,2,0.635317691617421,1
"BP","negative regulation of CD4-positive, alpha-beta T cell activation",34,2,0.412835605262558,1
"BP","regulation of miRNA catabolic process",9,2,0.0329872839702369,1
"BP","negative regulation of miRNA metabolic process",29,2,0.475438840524152,1
"BP","negative regulation of stem cell proliferation",28,2,0.348779534060519,1
"BP","regulation of sodium ion transmembrane transporter activity",8,2,0.0744011557025328,1
"BP","positive regulation of stem cell differentiation",23,2,0.280358635591265,1
"BP","regulation of autophagosome assembly",50,2,0.639154934566166,1
"BP","regulation of integrin-mediated signaling pathway",24,2,0.328739961183795,1
"BP","regulation of mesenchymal cell apoptotic process",13,2,0.152229716176364,1
"BP","negative regulation of mesenchymal cell apoptotic process",10,2,0.103821245501678,1
"BP","regulation of endocytic recycling",23,2,0.346902977001414,1
"BP","regulation of osteoclast development",11,2,0.0833799712568093,1
"BP","positive regulation of extrinsic apoptotic signaling pathway",59,2,0.7430667723389,1
"BP","regulation of store-operated calcium entry",15,2,0.129007565024049,1
"BP","ribosomal large subunit assembly",20,1,0.487418328631489,1
"BP","ribosomal small subunit assembly",19,1,0.430556638683751,1
"BP","very long-chain fatty acid metabolic process",35,1,0.742512768575964,1
"BP","ribosomal subunit export from nucleus",13,1,0.378858623815623,1
"BP","ribosomal large subunit export from nucleus",7,1,0.246092631867657,1
"BP","ribosomal small subunit export from nucleus",8,1,0.251857595746266,1
"BP","regulation of cyclin-dependent protein serine/threonine kinase activity",33,1,0.741366082020025,1
"BP","sulfur amino acid biosynthetic process",15,1,0.43794023091947,1
"BP","sulfur amino acid transport",14,1,0.501480079552538,1
"BP","spliceosomal tri-snRNP complex assembly",20,1,0.55648665229841,1
"BP","mitochondrial fission",42,1,0.863986240500263,1
"BP","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",61,1,0.940789521738211,1
"BP","deadenylation-dependent decapping of nuclear-transcribed mRNA",15,1,0.481148978673884,1
"BP","response to singlet oxygen",1,1,0.0808787664198584,1
"BP","spliceosomal snRNP assembly",45,1,0.788883858763421,1
"BP","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",10,1,0.28650066569589,1
"BP","snoRNA guided rRNA pseudouridine synthesis",3,1,0.0944901945637915,1
"BP","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",23,1,0.563938325275345,1
"BP","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",17,1,0.434292310656122,1
"BP","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",8,1,0.269932566493483,1
"BP","small nucleolar ribonucleoprotein complex assembly",12,1,0.334487185277757,1
"BP","box H/ACA snoRNP assembly",2,1,0.100202909187299,1
"BP","embryonic axis specification",43,1,0.854164898601953,1
"BP","telomere maintenance via recombination",15,1,0.50314396631717,1
"BP","DNA synthesis involved in DNA repair",42,1,0.827335451995716,1
"BP","regulation of glutamine family amino acid metabolic process",7,1,0.233230685544745,1
"BP","regulation of arginine metabolic process",5,1,0.180902348856178,1
"BP","assembly of actomyosin apparatus involved in cytokinesis",9,1,0.389538614178278,1
"BP","actomyosin contractile ring assembly",9,1,0.389538614178278,1
"BP","mitochondrial RNA catabolic process",8,1,0.2301372686729,1
"BP","mitochondrial mRNA catabolic process",5,1,0.142061750565887,1
"BP","regulation of mitochondrial RNA catabolic process",5,1,0.148030805945505,1
"BP","positive regulation of mitochondrial RNA catabolic process",3,1,0.0941332356272428,1
"BP","mitochondrial RNA 5'-end processing",4,1,0.119353555971873,1
"BP","mitochondrial RNA 3'-end processing",8,1,0.2379625807855,1
"BP","prostaglandin biosynthetic process",31,1,0.630506233489145,1
"BP","retinoid metabolic process",87,1,0.93326101981381,1
"BP","response to protozoan",32,1,0.655345080600207,1
"BP","branching involved in blood vessel morphogenesis",39,1,0.85237759016503,1
"BP","vasculogenesis",82,1,0.984995772579275,1
"BP","urogenital system development",68,1,0.969726011798471,1
"BP","fever generation",10,1,0.371842982070747,1
"BP","gastrulation with mouth forming second",28,1,0.768606572995327,1
"BP","mesoderm formation",76,1,0.979703846291443,1
"BP","mesodermal cell fate commitment",18,1,0.608451732420598,1
"BP","endodermal cell fate specification",8,1,0.231092338146905,1
"BP","formation of cytoplasmic translation initiation complex",15,1,0.412097051300952,1
"BP","eye photoreceptor cell differentiation",55,1,0.920856542654528,1
"BP","organ induction",23,1,0.685991836669045,1
"BP","immunological synapse formation",17,1,0.592650848470294,1
"BP","neutrophil homeostasis",23,1,0.630468530848917,1
"BP","natural killer cell proliferation",17,1,0.483039204537388,1
"BP","type IIa hypersensitivity",5,1,0.156050771166737,1
"BP","regulation of type IIa hypersensitivity",3,1,0.135532792128204,1
"BP","positive regulation of type IIa hypersensitivity",3,1,0.135532792128204,1
"BP","histamine secretion",10,1,0.297477232225509,1
"BP","blastocyst hatching",30,1,0.689806703728226,1
"BP","NK T cell differentiation",11,1,0.474493152479592,1
"BP","NK T cell proliferation",10,1,0.351954820347442,1
"BP","complement activation, lectin pathway",15,1,0.410329658111168,1
"BP","activation of membrane attack complex",16,1,0.434009076735694,1
"BP","regulation of leukocyte mediated cytotoxicity",98,1,0.958188713576913,1
"BP","positive regulation of leukocyte mediated cytotoxicity",68,1,0.882423650150277,1
"BP","T cell mediated cytotoxicity",57,1,0.834530482296155,1
"BP","regulation of T cell mediated cytotoxicity",46,1,0.748350905151079,1
"BP","positive regulation of T cell mediated cytotoxicity",37,1,0.670518133464192,1
"BP","regulation of receptor recycling",25,1,0.730072434826316,1
"BP","B-1 B cell homeostasis",4,1,0.23308706909617,1
"BP","B-1 B cell differentiation",5,1,0.221355685824054,1
"BP","negative regulation of endothelial cell proliferation",78,1,0.895738966264216,1
"BP","positive regulation of cell-matrix adhesion",61,1,0.960124645184281,1
"BP","endochondral ossification",28,1,0.790754142638586,1
"BP","regulation of activation of membrane attack complex",4,1,0.184058711533757,1
"BP","positive regulation of activation of membrane attack complex",2,1,0.0761529331595387,1
"BP","G protein-coupled adenosine receptor signaling pathway",12,1,0.437907170030128,1
"BP","blood vessel remodeling",52,1,0.888916516064335,1
"BP","regulation of systemic arterial blood pressure by circulatory renin-angiotensin",23,1,0.567760558957379,1
"BP","renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure",8,1,0.300716036304163,1
"BP","renin secretion into blood stream",8,1,0.300716036304163,1
"BP","desensitization of G protein-coupled receptor signaling pathway",21,1,0.597502584552224,1
"BP","G protein-coupled receptor internalization",17,1,0.496021851523001,1
"BP","cell migration involved in sprouting angiogenesis",102,1,0.971939715044831,1
"BP","positive regulation of mesenchymal cell proliferation",27,1,0.782768866111692,1
"BP","glandular epithelial cell differentiation",36,1,0.841053355441869,1
"BP","glandular epithelial cell development",12,1,0.440681708682011,1
"BP","columnar/cuboidal epithelial cell maturation",10,1,0.352991231741059,1
"BP","epithelial cell maturation",25,1,0.655630989019567,1
"BP","glandular epithelial cell maturation",7,1,0.260695840928462,1
"BP","auditory receptor cell morphogenesis",23,1,0.664102140729283,1
"BP","tRNA wobble base modification",23,1,0.528507749622322,1
"BP","tRNA wobble uridine modification",17,1,0.426302300948805,1
"BP","aggressive behavior",9,1,0.338643355546032,1
"BP","tRNA wobble position uridine thiolation",4,1,0.112601570333541,1
"BP","osteoclast proliferation",12,1,0.394294997732367,1
"BP","mammary stem cell proliferation",1,1,0.0385873563397253,1
"BP","protein localization to paranode region of axon",4,1,0.203672576271096,1
"BP","cytoplasmic translational elongation",9,1,0.337094779246761,1
"BP","cap-dependent translational initiation",9,1,0.369217734001458,1
"BP","positive regulation of defense response to virus by host",32,1,0.684442062313723,1
"BP","wound healing involved in inflammatory response",10,1,0.320628211927101,1
"BP","connective tissue replacement involved in inflammatory response wound healing",8,1,0.286788107948602,1
"BP","leukocyte activation involved in inflammatory response",51,1,0.843726657457454,1
"BP","plasmacytoid dendritic cell activation",4,1,0.191875511980615,1
"BP","macrophage activation involved in immune response",20,1,0.55106530312743,1
"BP","marginal zone B cell differentiation",9,1,0.391613217872546,1
"BP","plasma cell differentiation",11,1,0.334250940953412,1
"BP","myeloid progenitor cell differentiation",10,1,0.337598730549695,1
"BP","B cell proliferation involved in immune response",6,1,0.220416473059711,1
"BP","natural killer cell differentiation involved in immune response",4,1,0.101588688072753,1
"BP","immature B cell differentiation",16,1,0.50715981393601,1
"BP","transitional stage B cell differentiation",3,1,0.157782778366319,1
"BP","transitional two stage B cell differentiation",1,1,0.0572875547796004,1
"BP","B-1a B cell differentiation",2,1,0.13110903986512,1
"BP","B cell selection",4,1,0.129425873030818,1
"BP","peripheral B cell selection",2,1,0.0885803989407995,1
"BP","B cell affinity maturation",2,1,0.0885803989407995,1
"BP","histamine production involved in inflammatory response",8,1,0.268736871843907,1
"BP","T cell lineage commitment",42,1,0.865202769727582,1
"BP","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",11,1,0.282352126016093,1
"BP","natural killer cell cytokine production",11,1,0.348058754537717,1
"BP","MHC class I protein complex assembly",9,1,0.340224352727877,1
"BP","MHC class Ib protein complex assembly",1,1,0.0805290086382607,1
"BP","MHC class II protein complex assembly",13,1,0.391399309431337,1
"BP","dendritic cell chemotaxis",25,1,0.495320901712014,1
"BP","T cell mediated immune response to tumor cell",17,1,0.453621424193486,1
"BP","complement receptor mediated signaling pathway",17,1,0.428153057936992,1
"BP","Fc receptor mediated stimulatory signaling pathway",35,1,0.865666438791518,1
"BP","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",25,1,0.780969903564869,1
"BP","histamine secretion involved in inflammatory response",8,1,0.268736871843907,1
"BP","type II hypersensitivity",5,1,0.156050771166737,1
"BP","neutrophil mediated immunity",38,1,0.761007585789428,1
"BP","eosinophil mediated immunity",7,1,0.200999710382894,1
"BP","humoral immune response mediated by circulating immunoglobulin",43,1,0.77158870626804,1
"BP","germinal center formation",14,1,0.513872446743163,1
"BP","dendritic cell antigen processing and presentation",14,1,0.348865384174503,1
"BP","myeloid dendritic cell antigen processing and presentation",2,1,0.0522504054250894,1
"BP","antigen processing and presentation of exogenous peptide antigen",36,1,0.756493838514729,1
"BP","antigen processing and presentation of endogenous peptide antigen via MHC class II",2,1,0.0522504054250894,1
"BP","antigen processing and presentation of peptide antigen via MHC class II",31,1,0.695383189441764,1
"BP","peptide antigen assembly with MHC class I protein complex",9,1,0.340224352727877,1
"BP","peptide antigen assembly with MHC class II protein complex",13,1,0.391399309431337,1
"BP","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",33,1,0.726914628663023,1
"BP","tolerance induction",31,1,0.706540030677812,1
"BP","leukocyte migration involved in immune response",3,1,0.147196181711685,1
